"Choose Affected Attribute Set","Choisissez le gourpe d\'attribut visé"
Confirm,Confirmer
"Select Associated Product","Sélectionnez un produit associé"
Done,Terminé
"For better results, add attributes and attribute values to your products.","Pour de meilleurs résultats, ajouter des attributs et des valeurs d\'attribut à vos produits."
"An attribute has been removed. This attribute will no longer appear in your configurations.","Un attribut a été supprimé. Cet attribut n\'apparaître plus dans vos configurations."
"Select options for all attributes or remove unused attributes.","Sélectionnez les options pour tous les attributs ou supprimer des attributs inutilisés."
"Please, select attribute for the section ","Veuillez sélectionnez l\'attribut pour la section "
"Please fill in the values for the section ","Veuillez remplir les valeurs pour la section "
"Please, fill correct values","Veuillez remplissez des valeurs correctes"
"Please, select image(s) for your attribute","Veuillez sélectionner l\'image(s) pour votre attribut"
"Please choose image(s)","Veuillez choisir l\'image(s)"
"Please, select attribute(s)","Veuillez sélectionnez l\'attribut(s)"
"Generate Products","Générer les produits"
"Configurable Product Image","Image de produit configurable"
