en,fr,type,module
Edit Payment Information,Edit Payment Information,module,Magento_Paypal
Items in Your Shopping Cart,Items in Your Shopping Cart,module,Magento_Paypal
Edit Shopping Cart,Edit Shopping Cart,module,Magento_Paypal
Place Order,Place Order,module,Magento_Paypal
Submitting order information...,Submitting order information...,module,Magento_Paypal
Item,Item,module,Magento_Paypal
Price,Price,module,Magento_Paypal
Qty,Qty,module,Magento_Paypal
Subtotal,Subtotal,module,Magento_Paypal
Please update order data to get shipping methods and rates,Please update order data to get shipping methods and rates,module,Magento_Paypal
or,or,module,Magento_Paypal
Checkout with PayPal,Checkout with PayPal,module,Magento_Paypal
Please do not refresh the page until you complete payment.,Please do not refresh the page until you complete payment.,module,Magento_Paypal
You will be required to enter your payment details after you place an order.,You will be required to enter your payment details after you place an order.,module,Magento_Paypal
Continue,Continue,module,Magento_Paypal
Additional Options,Additional Options,module,Magento_Paypal
-- Please Select Billing Agreement--,-- Please Select Billing Agreement--,module,Magento_Paypal
Acceptance Mark,Acceptance Mark,module,Magento_Paypal
What is PayPal?,What is PayPal?,module,Magento_Paypal
Sign a billing agreement to streamline further purchases  with PayPal.,Sign a billing agreement to streamline further purchases  with PayPal.,module,Magento_Paypal
Not you?,Ce n'est pas vous ?,module,Magento_Persistent
Your shopping cart has been updated with new prices.,Votre panier a été mis à jour avec les nouveaux prix.,module,Magento_Persistent
"Welcome, %1!","Bienvenue, %1 !",module,Magento_Persistent
We cannot load the configuration from file %1.,Nous ne pouvons pas charger la configuration à partir du fichier %1.,module,Magento_Persistent
"Method ""%1"" is not defined in ""%2""","La méthode ""%1"" n'est pas définie dans ""%2""",module,Magento_Persistent
"To check out, please sign in using your email address.","Pour commander, merci de vous connecter en utilisant votre adresse email.",module,Magento_Persistent
Remember Me,Se souvenir de moi,module,Magento_Persistent
What's this?,Qu'est-ce que c'est ?,module,Magento_Persistent
Check &quot;Remember Me&quot; to access your shopping cart on this computer even if you are not signed in.,Cocher &quot;Se souvenir de moi&quot; pour accéder à votre panier sur cet ordinateur même si vous n'êtes pas connecté à votre compte.,module,Magento_Persistent
You saved the alert subscription.,Inscription à l'alerte enregistrée.,module,Magento_ProductAlert
There are not enough parameters.,Il manque des paramètres.,module,Magento_ProductAlert
We can't update the alert subscription right now.,Impossible de mettre à jour l'inscription à l'alerte.,module,Magento_ProductAlert
Alert subscription has been saved.,L'inscription à l'alerte a été sauvegardée.,module,Magento_ProductAlert
You deleted the alert subscription.,L'inscription à l'alerte a été supprimée.,module,Magento_ProductAlert
We can't find the product.,Impossible de trouver le produit.,module,Magento_ProductAlert
You will no longer receive price alerts for this product.,Vous ne recevrez plus d'alertes de changement de prix pour ce produit.,module,Magento_ProductAlert
Unable to update the alert subscription.,Impossible de mettre à jour l'inscription à l'alerte.,module,Magento_ProductAlert
You will no longer receive stock alerts for this product.,Vous ne recevrez plus d'alertes de disponibilité pour ce produit.,module,Magento_ProductAlert
The product was not found.,Le produit n'a pas été trouvé.,module,Magento_ProductAlert
You will no longer receive stock alerts.,Vous ne recevrez plus d'alertes de disponibilité.,module,Magento_ProductAlert
Invalid block type: %1,Type de bloc non valide : %1,module,Magento_ProductAlert
Price change alert! We wanted you to know that prices have changed for these products:,Changement de prix ! Nous vous informons du changement de prix pour nos produits :,module,Magento_ProductAlert
Price:,Prix :,module,Magento_ProductAlert
Click here to stop alerts for this product.,Cliquez ici pour vous désinscrire des alertes pour ces produits.,module,Magento_ProductAlert
Unsubscribe from all price alerts,Se désabonner de toutes les alertes de prix,module,Magento_ProductAlert
In stock alert! We wanted you to know that these products are now available:,Produits en stock ! Nous vous informons que les produits suivants sont à nouveau en stock :,module,Magento_ProductAlert
Unsubscribe from all stock alerts,Se désabonner de toutes les alertes de disponibilité,module,Magento_ProductAlert
Url,Url,module,Magento_ProductVideo
Title,Title,module,Magento_ProductVideo
Description,Description,module,Magento_ProductVideo
Preview Image,Preview Image,module,Magento_ProductVideo
Get Video Information,Get Video Information,module,Magento_ProductVideo
Hide from Product Page,Hide from Product Page,module,Magento_ProductVideo
Role,Role,module,Magento_ProductVideo
YouTube and Vimeo supported.,YouTube and Vimeo supported.,module,Magento_ProductVideo
"Vimeo supported.<br />To add YouTube video, please <a href=""%1"">enter YouTube API Key</a> first.","Vimeo supported.<br />To add YouTube video, please <a href=""%1"">enter YouTube API Key</a> first.",module,Magento_ProductVideo
Could not get preview image information. Please check your connection and try again.,Could not get preview image information. Please check your connection and try again.,module,Magento_ProductVideo
Click here to add videos.,Click here to add videos.,module,Magento_ProductVideo
New Video,New Video,module,Magento_ProductVideo
Add Video,Add Video,module,Magento_ProductVideo
Add video,Add video,module,Magento_ProductVideo
Click here or drag and drop to add images.,Click here or drag and drop to add images.,module,Magento_ProductVideo
Delete video,Delete video,module,Magento_ProductVideo
Delete image,Delete image,module,Magento_ProductVideo
Make Base,Make Base,module,Magento_ProductVideo
Hidden,Hidden,module,Magento_ProductVideo
Alt Text,Alt Text,module,Magento_ProductVideo
Title:,Title:,module,Magento_ProductVideo
Uploaded:,Uploaded:,module,Magento_ProductVideo
Uploader:,Uploader:,module,Magento_ProductVideo
Duration:,Duration:,module,Magento_ProductVideo
"Unable to save address. Please, check input data.","Unable to save address. Please, check input data.",module,Magento_Quote
Cart %1 doesn't contain products,Cart %1 doesn't contain products,module,Magento_Quote
Could not apply coupon code,Could not apply coupon code,module,Magento_Quote
Coupon code is not valid,Coupon code is not valid,module,Magento_Quote
Could not delete coupon code,Could not delete coupon code,module,Magento_Quote
Shipping address is not set,Shipping address is not set,module,Magento_Quote
The requested Payment Method is not available.,The requested Payment Method is not available.,module,Magento_Quote
We found an invalid request for adding product to quote.,We found an invalid request for adding product to quote.,module,Magento_Quote
This is the wrong quote item id to update configuration.,This is the wrong quote item id to update configuration.,module,Magento_Quote
"This shipping method is not available. To use this shipping method, please contact us.","This shipping method is not available. To use this shipping method, please contact us.",module,Magento_Quote
The address model is not defined.,The address model is not defined.,module,Magento_Quote
"The address total model should be extended from
                    \Magento\Quote\Model\Quote\Address\Total\AbstractTotal.","The address total model should be extended from
                    \Magento\Quote\Model\Quote\Address\Total\AbstractTotal.",module,Magento_Quote
Grand Total,Grand Total,module,Magento_Quote
Shipping & Handling (%1),Shipping & Handling (%1),module,Magento_Quote
Shipping & Handling,Shipping & Handling,module,Magento_Quote
Shipping,Shipping,module,Magento_Quote
Subtotal,Subtotal,module,Magento_Quote
We found an invalid item option format.,We found an invalid item option format.,module,Magento_Quote
An item option with code %1 already exists.,An item option with code %1 already exists.,module,Magento_Quote
Item qty declaration error,Item qty declaration error,module,Magento_Quote
Some of the products below do not have all the required options.,Some of the products below do not have all the required options.,module,Magento_Quote
Something went wrong during the item options declaration.,Something went wrong during the item options declaration.,module,Magento_Quote
We found an item options declaration error.,We found an item options declaration error.,module,Magento_Quote
Some of the selected options are not currently available.,Some of the selected options are not currently available.,module,Magento_Quote
Selected option(s) or their combination is not currently available.,Selected option(s) or their combination is not currently available.,module,Magento_Quote
Some item options or their combination are not currently available.,Some item options or their combination are not currently available.,module,Magento_Quote
Cart %1 doesn't contain item  %2,Cart %1 doesn't contain item  %2,module,Magento_Quote
Could not save quote,Could not save quote,module,Magento_Quote
Could not remove item from quote,Could not remove item from quote,module,Magento_Quote
The qty value is required to update quote item.,The qty value is required to update quote item.,module,Magento_Quote
Invalid customer id %1,Invalid customer id %1,module,Magento_Quote
Invalid address id %1,Invalid address id %1,module,Magento_Quote
Cannot create quote,Cannot create quote,module,Magento_Quote
Cannot assign customer to the given cart. The cart belongs to different store.,Cannot assign customer to the given cart. The cart belongs to different store.,module,Magento_Quote
Cannot assign customer to the given cart. The cart is not anonymous.,Cannot assign customer to the given cart. The cart is not anonymous.,module,Magento_Quote
Cannot assign customer to the given cart. Customer already has active cart.,Cannot assign customer to the given cart. Customer already has active cart.,module,Magento_Quote
Cannot place order.,Cannot place order.,module,Magento_Quote
This item price or quantity is not valid for checkout.,This item price or quantity is not valid for checkout.,module,Magento_Quote
Please check the shipping address information. %1,Please check the shipping address information. %1,module,Magento_Quote
Please specify a shipping method.,Please specify a shipping method.,module,Magento_Quote
Please check the billing address information. %1,Please check the billing address information. %1,module,Magento_Quote
Please select a valid payment method.,Please select a valid payment method.,module,Magento_Quote
Store Credit,Store Credit,module,Magento_Quote
Discount,Discount,module,Magento_Quote
Tax,Tax,module,Magento_Quote
Cart contains virtual product(s) only. Shipping address is not applicable.,Cart contains virtual product(s) only. Shipping address is not applicable.,module,Magento_Quote
Shipping address not set.,Shipping address not set.,module,Magento_Quote
Shipping method is not applicable for empty cart,Shipping method is not applicable for empty cart,module,Magento_Quote
Cart contains virtual product(s) only. Shipping method is not applicable.,Cart contains virtual product(s) only. Shipping method is not applicable.,module,Magento_Quote
"Carrier with such method not found: %1, %2","Carrier with such method not found: %1, %2",module,Magento_Quote
Cannot set shipping method. %1,Cannot set shipping method. %1,module,Magento_Quote
error123,error123,module,Magento_Quote
error345,error345,module,Magento_Quote
New Accounts,New Accounts,module,Magento_Reports
Customers by number of orders,Customers by number of orders,module,Magento_Reports
Customers by Orders Total,Customers by Orders Total,module,Magento_Reports
Filter,Filter,module,Magento_Reports
Date Used,Date Used,module,Magento_Reports
Day,Day,module,Magento_Reports
Month,Month,module,Magento_Reports
Year,Year,module,Magento_Reports
Period,Period,module,Magento_Reports
From,From,module,Magento_Reports
To,To,module,Magento_Reports
Yes,Yes,module,Magento_Reports
No,No,module,Magento_Reports
Empty Rows,Empty Rows,module,Magento_Reports
Invalid date specified,Invalid date specified,module,Magento_Reports
Refresh,Refresh,module,Magento_Reports
We can't find records for this period.,We can't find records for this period.,module,Magento_Reports
Show Reviews,Show Reviews,module,Magento_Reports
Products Report,Products Report,module,Magento_Reports
Downloads,Downloads,module,Magento_Reports
Product,Product,module,Magento_Reports
Link,Link,module,Magento_Reports
SKU,SKU,module,Magento_Reports
Purchases,Purchases,module,Magento_Reports
CSV,CSV,module,Magento_Reports
Excel XML,Excel XML,module,Magento_Reports
Unlimited,Unlimited,module,Magento_Reports
Low stock,Low stock,module,Magento_Reports
Products Ordered,Products Ordered,module,Magento_Reports
Most Viewed,Most Viewed,module,Magento_Reports
Show Report,Show Report,module,Magento_Reports
Interval,Interval,module,Magento_Reports
Total,Total,module,Magento_Reports
Price,Price,module,Magento_Reports
Views,Views,module,Magento_Reports
Refresh Statistics,Refresh Statistics,module,Magento_Reports
Customers Reviews,Customers Reviews,module,Magento_Reports
Reviews for %1,Reviews for %1,module,Magento_Reports
Customer,Customer,module,Magento_Reports
Title,Title,module,Magento_Reports
Detail,Detail,module,Magento_Reports
Created,Created,module,Magento_Reports
Products Reviews,Products Reviews,module,Magento_Reports
Products Bestsellers Report,Products Bestsellers Report,module,Magento_Reports
Order Quantity,Order Quantity,module,Magento_Reports
Coupons Usage Report,Coupons Usage Report,module,Magento_Reports
Subtotal,Subtotal,module,Magento_Reports
Coupon Code,Coupon Code,module,Magento_Reports
Price Rule,Price Rule,module,Magento_Reports
Uses,Uses,module,Magento_Reports
Sales Subtotal,Sales Subtotal,module,Magento_Reports
Sales Discount,Sales Discount,module,Magento_Reports
Sales Total,Sales Total,module,Magento_Reports
Discount,Discount,module,Magento_Reports
Total Invoiced vs. Paid Report,Total Invoiced vs. Paid Report,module,Magento_Reports
Orders,Orders,module,Magento_Reports
Invoiced Orders,Invoiced Orders,module,Magento_Reports
Total Invoiced,Total Invoiced,module,Magento_Reports
Paid Invoices,Paid Invoices,module,Magento_Reports
Unpaid Invoices,Unpaid Invoices,module,Magento_Reports
Total Refunded Report,Total Refunded Report,module,Magento_Reports
Refunded Orders,Refunded Orders,module,Magento_Reports
Total Refunded,Total Refunded,module,Magento_Reports
Online Refunds,Online Refunds,module,Magento_Reports
Offline Refunds,Offline Refunds,module,Magento_Reports
Total Ordered Report,Total Ordered Report,module,Magento_Reports
Sales Items,Sales Items,module,Magento_Reports
Items,Items,module,Magento_Reports
Revenue,Revenue,module,Magento_Reports
Profit,Profit,module,Magento_Reports
Invoiced,Invoiced,module,Magento_Reports
Paid,Paid,module,Magento_Reports
Refunded,Refunded,module,Magento_Reports
Sales Tax,Sales Tax,module,Magento_Reports
Tax,Tax,module,Magento_Reports
Sales Shipping,Sales Shipping,module,Magento_Reports
Shipping,Shipping,module,Magento_Reports
Canceled,Canceled,module,Magento_Reports
Total Shipped Report,Total Shipped Report,module,Magento_Reports
Carrier/Method,Carrier/Method,module,Magento_Reports
Total Sales Shipping,Total Sales Shipping,module,Magento_Reports
Total Shipping,Total Shipping,module,Magento_Reports
Order Taxes Report Grouped by Tax Rate,Order Taxes Report Grouped by Tax Rate,module,Magento_Reports
Rate,Rate,module,Magento_Reports
Tax Amount,Tax Amount,module,Magento_Reports
Abandoned carts,Abandoned carts,module,Magento_Reports
Email,Email,module,Magento_Reports
Products,Products,module,Magento_Reports
Quantity,Quantity,module,Magento_Reports
Applied Coupon,Applied Coupon,module,Magento_Reports
Updated,Updated,module,Magento_Reports
IP Address,IP Address,module,Magento_Reports
Customers,Customers,module,Magento_Reports
ID,ID,module,Magento_Reports
First Name,First Name,module,Magento_Reports
Last Name,Last Name,module,Magento_Reports
Items in Cart,Items in Cart,module,Magento_Reports
Products in carts,Products in carts,module,Magento_Reports
Carts,Carts,module,Magento_Reports
Name,Name,module,Magento_Reports
Wish Lists,Wish Lists,module,Magento_Reports
Wish List Purchase,Wish List Purchase,module,Magento_Reports
Wish List vs. Regular Order,Wish List vs. Regular Order,module,Magento_Reports
Times Deleted,Times Deleted,module,Magento_Reports
Index type is not valid,Index type is not valid,module,Magento_Reports
Reports,Reports,module,Magento_Reports
"Last updated: %1. To refresh last day's <a href=""%2"">statistics</a>, click <a href=""%3"">here</a>.","Last updated: %1. To refresh last day's <a href=""%2"">statistics</a>, click <a href=""%3"">here</a>.",module,Magento_Reports
New Accounts Report,New Accounts Report,module,Magento_Reports
Customers by Number of Orders,Customers by Number of Orders,module,Magento_Reports
Order Count Report,Order Count Report,module,Magento_Reports
Order Total Report,Order Total Report,module,Magento_Reports
Downloads Report,Downloads Report,module,Magento_Reports
Low Stock,Low Stock,module,Magento_Reports
Low Stock Report,Low Stock Report,module,Magento_Reports
Ordered Products Report,Ordered Products Report,module,Magento_Reports
Products Most Viewed Report,Products Most Viewed Report,module,Magento_Reports
Product Views Report,Product Views Report,module,Magento_Reports
An error occurred while showing the product views report. Please review the log and try again.,An error occurred while showing the product views report. Please review the log and try again.,module,Magento_Reports
Review,Review,module,Magento_Reports
Reviews,Reviews,module,Magento_Reports
Customers Report,Customers Report,module,Magento_Reports
Customer Reviews Report,Customer Reviews Report,module,Magento_Reports
Product Reviews Report,Product Reviews Report,module,Magento_Reports
Product Reviews,Product Reviews,module,Magento_Reports
Details,Details,module,Magento_Reports
Sales,Sales,module,Magento_Reports
Best Sellers Report,Best Sellers Report,module,Magento_Reports
Coupons,Coupons,module,Magento_Reports
Coupons Report,Coupons Report,module,Magento_Reports
Invoice Report,Invoice Report,module,Magento_Reports
Refunds Report,Refunds Report,module,Magento_Reports
Sales Report,Sales Report,module,Magento_Reports
Shipping Report,Shipping Report,module,Magento_Reports
Tax Report,Tax Report,module,Magento_Reports
Shopping Cart,Shopping Cart,module,Magento_Reports
Abandoned Carts,Abandoned Carts,module,Magento_Reports
Customer Shopping Carts,Customer Shopping Carts,module,Magento_Reports
Products in Carts,Products in Carts,module,Magento_Reports
Statistics,Statistics,module,Magento_Reports
No report code is specified.,No report code is specified.,module,Magento_Reports
You refreshed lifetime statistics.,You refreshed lifetime statistics.,module,Magento_Reports
We can't refresh lifetime statistics.,We can't refresh lifetime statistics.,module,Magento_Reports
Recent statistics have been updated.,Recent statistics have been updated.,module,Magento_Reports
We can't refresh recent statistics.,We can't refresh recent statistics.,module,Magento_Reports
The product type filter specified is incorrect.,The product type filter specified is incorrect.,module,Magento_Reports
Order Taxes Report Grouped by Tax Rates,Order Taxes Report Grouped by Tax Rates,module,Magento_Reports
Total Invoiced VS Paid Report,Total Invoiced VS Paid Report,module,Magento_Reports
Promotion Coupons Usage Report,Promotion Coupons Usage Report,module,Magento_Reports
Bestsellers,Bestsellers,module,Magento_Reports
Most Viewed Products Report,Most Viewed Products Report,module,Magento_Reports
An error occurred while showing the product views report. Please review the log and try again.,An error occurred while showing the product views report. Please review the log and try again.,module,Magento_Reports
Error,Error,module,Magento_Reports
Show By,Show By,module,Magento_Reports
Select Date,Select Date,module,Magento_Reports
Customers that have Wish List: %1,Customers that have Wish List: %1,module,Magento_Reports
Number of Wish Lists: %1,Number of Wish Lists: %1,module,Magento_Reports
Number of items bought from a Wish List: %1,Number of items bought from a Wish List: %1,module,Magento_Reports
Number of times Wish Lists have been shared (emailed): %1,Number of times Wish Lists have been shared (emailed): %1,module,Magento_Reports
Number of Wish List referrals: %1,Number of Wish List referrals: %1,module,Magento_Reports
Number of Wish List conversions: %1,Number of Wish List conversions: %1,module,Magento_Reports
Show Report For:,Show Report For:,module,Magento_Reports
All Websites,All Websites,module,Magento_Reports
Recently Viewed,Recently Viewed,module,Magento_Reports
Add to Cart,Add to Cart,module,Magento_Reports
In stock,In stock,module,Magento_Reports
Out of stock,Out of stock,module,Magento_Reports
Add to Wish List,Add to Wish List,module,Magento_Reports
Add to Compare,Add to Compare,module,Magento_Reports
Recently Compared,Recently Compared,module,Magento_Reports
Learn More,Learn More,module,Magento_Reports
Save Review,Save Review,module,Magento_Review
New Review,New Review,module,Magento_Review
Review Details,Review Details,module,Magento_Review
Product,Product,module,Magento_Review
Product Rating,Product Rating,module,Magento_Review
Status,Status,module,Magento_Review
Visibility,Visibility,module,Magento_Review
Nickname,Nickname,module,Magento_Review
Summary of Review,Summary of Review,module,Magento_Review
Review,Review,module,Magento_Review
Previous,Previous,module,Magento_Review
Save and Previous,Save and Previous,module,Magento_Review
Save and Next,Save and Next,module,Magento_Review
Next,Next,module,Magento_Review
Delete Review,Delete Review,module,Magento_Review
Are you sure you want to do this?,Are you sure you want to do this?,module,Magento_Review
Edit Review '%1',Edit Review '%1',module,Magento_Review
"<a href=""%1"" onclick=""this.target='blank'"">%2 %3</a> <a href=""mailto:%4"">(%4)</a>","<a href=""%1"" onclick=""this.target='blank'"">%2 %3</a> <a href=""mailto:%4"">(%4)</a>",module,Magento_Review
Administrator,Administrator,module,Magento_Review
Guest,Guest,module,Magento_Review
Author,Author,module,Magento_Review
Summary Rating,Summary Rating,module,Magento_Review
Detailed Rating,Detailed Rating,module,Magento_Review
ID,ID,module,Magento_Review
Created,Created,module,Magento_Review
Title,Title,module,Magento_Review
Type,Type,module,Magento_Review
SKU,SKU,module,Magento_Review
Action,Action,module,Magento_Review
Edit,Edit,module,Magento_Review
Delete,Delete,module,Magento_Review
Are you sure?,Are you sure?,module,Magento_Review
Update Status,Update Status,module,Magento_Review
Customer,Customer,module,Magento_Review
Pending Reviews of Customer `%1`,Pending Reviews of Customer `%1`,module,Magento_Review
Pending Reviews,Pending Reviews,module,Magento_Review
All Reviews of Customer `%1`,All Reviews of Customer `%1`,module,Magento_Review
All Reviews of Product `%1`,All Reviews of Product `%1`,module,Magento_Review
All Reviews,All Reviews,module,Magento_Review
Name,Name,module,Magento_Review
Product Store Name,Product Store Name,module,Magento_Review
Price,Price,module,Magento_Review
Quantity,Quantity,module,Magento_Review
Websites,Websites,module,Magento_Review
Manage Ratings,Manage Ratings,module,Magento_Review
Add New Rating,Add New Rating,module,Magento_Review
Save Rating,Save Rating,module,Magento_Review
Delete Rating,Delete Rating,module,Magento_Review
Edit Rating #%1,Edit Rating #%1,module,Magento_Review
New Rating,New Rating,module,Magento_Review
Rating Title,Rating Title,module,Magento_Review
Default Value,Default Value,module,Magento_Review
Rating Visibility,Rating Visibility,module,Magento_Review
Is Active,Is Active,module,Magento_Review
Sort Order,Sort Order,module,Magento_Review
Rating Information,Rating Information,module,Magento_Review
Product Reviews,Product Reviews,module,Magento_Review
Pending product review(s),Pending product review(s),module,Magento_Review
"Product: <a href=""%1"" target=""_blank"">%2</a> <br/>","Product: <a href=""%1"" target=""_blank"">%2</a> <br/>",module,Magento_Review
Summary of review: %1 <br/>,Summary of review: %1 <br/>,module,Magento_Review
Review: %1 <br/>,Review: %1 <br/>,module,Magento_Review
Store: %1 <br/>,Store: %1 <br/>,module,Magento_Review
"Click <a href=""%1"">here</a> to see the review.","Click <a href=""%1"">here</a> to see the review.",module,Magento_Review
"Product: ""%1"" reviewed by: %2","Product: ""%1"" reviewed by: %2",module,Magento_Review
Pending Reviews RSS,Pending Reviews RSS,module,Magento_Review
Reviews %1,Reviews %1,module,Magento_Review
Reviews,Reviews,module,Magento_Review
The review has been deleted.,The review has been deleted.,module,Magento_Review
Something went wrong  deleting this review.,Something went wrong  deleting this review.,module,Magento_Review
Customer Reviews,Customer Reviews,module,Magento_Review
Edit Review,Edit Review,module,Magento_Review
We can't retrieve the product ID.,We can't retrieve the product ID.,module,Magento_Review
Please select review(s).,Please select review(s).,module,Magento_Review
A total of %1 record(s) have been deleted.,A total of %1 record(s) have been deleted.,module,Magento_Review
Something went wrong while deleting these records.,Something went wrong while deleting these records.,module,Magento_Review
A total of %1 record(s) have been updated.,A total of %1 record(s) have been updated.,module,Magento_Review
Something went wrong while updating these review(s).,Something went wrong while updating these review(s).,module,Magento_Review
You saved the review.,You saved the review.,module,Magento_Review
Something went wrong while saving this review.,Something went wrong while saving this review.,module,Magento_Review
The review was removed by another user or does not exist.,The review was removed by another user or does not exist.,module,Magento_Review
You deleted the rating.,You deleted the rating.,module,Magento_Review
Ratings,Ratings,module,Magento_Review
You saved the rating.,You saved the rating.,module,Magento_Review
My Product Reviews,My Product Reviews,module,Magento_Review
You submitted your review for moderation.,You submitted your review for moderation.,module,Magento_Review
We can't post your review right now.,We can't post your review right now.,module,Magento_Review
Storage key was not set,Storage key was not set,module,Magento_Review
Approved,Approved,module,Magento_Review
Pending,Pending,module,Magento_Review
Not Approved,Not Approved,module,Magento_Review
Please enter a review summary.,Please enter a review summary.,module,Magento_Review
Please enter a nickname.,Please enter a nickname.,module,Magento_Review
Please enter a review.,Please enter a review.,module,Magento_Review
Rating isn't Available,Rating isn't Available,module,Magento_Review
"Please specify a rating title for a store, or we'll just use the default value.","Please specify a rating title for a store, or we'll just use the default value.",module,Magento_Review
Assigned Options,Assigned Options,module,Magento_Review
Option Title:,Option Title:,module,Magento_Review
Product Name,Product Name,module,Magento_Review
Rating,Rating,module,Magento_Review
Actions,Actions,module,Magento_Review
See Details,See Details,module,Magento_Review
You have submitted no reviews.,You have submitted no reviews.,module,Magento_Review
Back,Back,module,Magento_Review
My Recent Reviews,My Recent Reviews,module,Magento_Review
View All,View All,module,Magento_Review
Average Customer Rating:,Average Customer Rating:,module,Magento_Review
Your Review,Your Review,module,Magento_Review
Submitted on %1,Submitted on %1,module,Magento_Review
Back to My Reviews,Back to My Reviews,module,Magento_Review
Ratings Review Summary,Ratings Review Summary,module,Magento_Review
Be the first to review this product,Be the first to review this product,module,Magento_Review
Write Your Own Review,Write Your Own Review,module,Magento_Review
* Required Fields,* Required Fields,module,Magento_Review
You're reviewing:,You're reviewing:,module,Magento_Review
Your Rating,Your Rating,module,Magento_Review
%1 %2,%1 %2,module,Magento_Review
Summary,Summary,module,Magento_Review
Submit Review,Submit Review,module,Magento_Review
"Only registered users can write reviews. Please, <a href=""%1"">Sign in</a> or <a href=""%2"">create an account</a>","Only registered users can write reviews. Please, <a href=""%1"">Sign in</a> or <a href=""%2"">create an account</a>",module,Magento_Review
Add Your Review,Add Your Review,module,Magento_Review
%1 Review(s),%1 Review(s),module,Magento_Review
Review by,Review by,module,Magento_Review
Posted on,Posted on,module,Magento_Review
Back to Main Product Info,Back to Main Product Info,module,Magento_Review
Average Customer Rating,Average Customer Rating,module,Magento_Review
Product Rating:,Product Rating:,module,Magento_Review
Product Review (submitted on %1):,Product Review (submitted on %1):,module,Magento_Review
Back to Product Reviews,Back to Product Reviews,module,Magento_Review
Page not found.,Page introuvable.,module,Magento_Rss
Feed,Flux,module,Magento_Rss
Miscellaneous Feeds,Flux divers,module,Magento_Rss
Get Feed,Récupérer le flux,module,Magento_Rss
Apply,Appliquer,module,Magento_Rule
Please choose a valid discount amount.,Merci de spécifier une valeur de remise valide.,module,Magento_Rule
End Date must follow Start Date.,La date de fin doit être supérieure à la date de début.,module,Magento_Rule
Please specify a website.,Merci de spécifier un site web.,module,Magento_Rule
Please specify Customer Groups.,Merci de spécifier les groupes de client.,module,Magento_Rule
to,à,module,Magento_Rule
by,sur,module,Magento_Rule
Please choose an action to add.,Merci de choisir une action à ajouter.,module,Magento_Rule
Perform following actions,Effectuer les actions suivantes,module,Magento_Rule
is,est égal(e) à,module,Magento_Rule
is not,est différent(e) de,module,Magento_Rule
equals or greater than,est supérieur(e) ou égal(e) à,module,Magento_Rule
equals or less than,est inférieur(e) ou égal(e) à,module,Magento_Rule
greater than,est supérieur(e) à,module,Magento_Rule
less than,est inférieur(e) à,module,Magento_Rule
contains,contient,module,Magento_Rule
does not contain,ne contient pas,module,Magento_Rule
is one of,fait partie de,module,Magento_Rule
is not one of,ne fait pas partie de,module,Magento_Rule
Please choose a condition to add.,Merci de choisir une condition à ajouter.,module,Magento_Rule
Add,Ajouter,module,Magento_Rule
Remove,Supprimer,module,Magento_Rule
ALL,Tous,module,Magento_Rule
ANY,Tous,module,Magento_Rule
TRUE,VRAIES,module,Magento_Rule
FALSE,FAUSSES,module,Magento_Rule
If %1 of these conditions are %2:,Si %1 ces conditions sont %2 :,module,Magento_Rule
Conditions Combination,Combinaison de conditions,module,Magento_Rule
Attribute Set,Jeu d'attributs,module,Magento_Rule
Category,Catégorie,module,Magento_Rule
Open Chooser,Ouvrir le sélecteur,module,Magento_Rule
Unknown condition operator,Opérateur de condition inconnu,module,Magento_Rule
"There is no information about associated entity type ""%1"".","Il n'y a pas d'information sur le type d'entité associée ""%1"".",module,Magento_Rule
Cart Price Rules,Règles de prix panier,module,Magento_SalesRule
Add New Rule,Ajouter une nouvelle règle,module,Magento_SalesRule
Save and Continue Edit,Sauvegarder et continuer à éditer,module,Magento_SalesRule
Edit Rule '%1',Éditer la règle '%1',module,Magento_SalesRule
New Rule,Nouvelle règle,module,Magento_SalesRule
Rule Information,Informations règle,module,Magento_SalesRule
Actions,Actions,module,Magento_SalesRule
Pricing Structure Rules,Règles d'application des prix,module,Magento_SalesRule
Apply,Appliquer,module,Magento_SalesRule
Percent of product price discount,Remise en pourcentage du prix du produit,module,Magento_SalesRule
Fixed amount discount,Remise d'une valeur fixe,module,Magento_SalesRule
Fixed amount discount for whole cart,Remise d'un montant fixe pour l'ensemble du panier,module,Magento_SalesRule
Buy X get Y free (discount amount is Y),"X achetés, Y gratuits (la valeur de la remise est Y)",module,Magento_SalesRule
Discount Amount,Remise,module,Magento_SalesRule
Maximum Qty Discount is Applied To,Qté maxi à laquelle la remise est appliquée,module,Magento_SalesRule
Discount Qty Step (Buy X),Quantité pour obtenir la remise (Achetez-en X),module,Magento_SalesRule
Apply to Shipping Amount,Appliquer au montant de la livraison,module,Magento_SalesRule
Discard subsequent rules,Ignorer les règles suivantes,module,Magento_SalesRule
Yes,Oui,module,Magento_SalesRule
No,Non,module,Magento_SalesRule
Apply the rule only to cart items matching the following conditions (leave blank for all items).,Appliquer la règle uniquement aux articles du panier qui correspondant aux conditions suivantes (laisser vide pour tous les articles).,module,Magento_SalesRule
Apply To,S'applique à,module,Magento_SalesRule
Conditions,Conditions,module,Magento_SalesRule
Apply the rule only if the following conditions are met (leave blank for all products).,Appliquer la règle uniquement si les conditions suivantes sont remplies (laisser vide pour tous les produits).,module,Magento_SalesRule
Manage Coupon Codes,Gérer les codes de bons de réduction,module,Magento_SalesRule
