"Add New Class","Ajouter une classe"
"Tax Classes","Classes de taxe"
"Tax Class for Shipping","Classe de taxe pour la livraison"
"Default Tax Class for Product","Classe de taxe par défaut pour les produits"
"Default Tax Class for Customer","Classe de taxe par défaut pour les clients"
"Calculation Settings","Paramètres de calcul"
"Tax Calculation Method Based On","Méthode de calcul de la taxe basée sur"
"Catalog Prices","Prix catalogue"
"This sets whether catalog prices entered from Magento Admin include tax.","Les prix catalogue saisis dans le back office doivent-ils être saisis en HT ou TTC."
"Shipping Prices","Frais de port"
"This sets whether shipping amounts entered from Magento Admin or obtained from gateways include tax.","Les montants de livraison saisis dans le back office ou récupérés sur les passerelles doivent-ils être interprétés en HT ou TTC."
"Apply Customer Tax","Appliquer la taxe client"
"Apply Discount On Prices","Appliquer la remise sur les prix"
"Apply discount on price including tax is calculated based on store tax if ""Apply Tax after Discount"" is selected.","Appliquer la remise sur les prix TTC est calculé sur la base de la taxe du magasin si ""Appliquer les taxes après la remise"" est sélectionné."
"Apply Tax On","Appliquer la taxe sur"
"Enable Cross Border Trade","Activer le commerce transfrontalier"
"When catalog price includes tax, enable this setting to fix the price no matter what the customer's tax rate.","Lorsque les prix catalogue sont saisis en TTC, activer ce paramètre pour fixer le prix peut importe le taux de taxe du client."
"Default Tax Destination Calculation","Estimation de calcul de la taxe par défaut"
"Default State","État par défaut"
"Default Post Code","Code postal par défaut"
"Price Display Settings","Paramètres d'affichage du prix"
"Display Product Prices In Catalog","Afficher les prix des produits dans le catalogue"
"Display Shipping Prices","Afficher les prix de livraison"
"Shopping Cart Display Settings","Afficher les options du panier"
"Display Prices","Afficher les prix"
"Display Subtotal","Afficher le sous-total"
"Display Shipping Amount","Afficher le montant de l'expédition"
"Include Tax In Order Total","Inclure les taxes dans le total de la commande"
"Display Full Tax Summary","Afficher le résumé complet des taxes"
"Display Zero Tax Subtotal","Afficher le sous-total lorsqu'il est nul"
"Orders, Invoices, Credit Memos Display Settings","Paramètres d'affichage des commandes, factures et avoirs"
State/Region,État/Région
"Subtotal Only","Sous total uniquement"
"(Excl. Tax)",HT
"(Incl. Tax)",TTC
"Order Total Excl. Tax","Total de la commande HT"
"Order Total Incl. Tax","Total de la commade TTC"
